"","Site.Ref","Site.name","Latitude","Longitude"
"6979","120511905","Bullen Water Bore - BWB 5",-24.88677797,120.8985683
"7001","120512703","Bullen Water Bore - BWB 4",-24.87085836,121.221325
"7023","120513739","Trainor Water Bore - TWB 10",-25.08002924,122.3560941
"7045","120513754","Trainor Water Bore - TWB 9",-24.98955358,122.3792741
"7067","120513755","Trainor Water Bore - TWB 8",-24.89833638,122.3467944
"7090","120513902","Trainor Water Bore - TWB 1",-24.528,122.742
"7113","120513905","Trainor Water Bore - TWB 4",-24.539,122.638
"7136","120513906","Trainor Water Bore - TWB 5",-24.615,122.637
"7159","120513907","Trainor Water Bore - TWB 6",-24.645,122.577
"7182","120513908","Trainor Water Bore - TWB 7",-24.74,122.544
"7205","120515561","Bullen Water Bore - BWB 3",-24.94661659,121.0774569
"7227","120519011","West Canning Basin - WCB24B",-20.07004602,120.216928
"7254","120519012","West Canning Basin - WCB20C",-20.13068043,120.0966786
"7279","120570031","Injudinah Plot 1A - 500mm",-18.63317532,121.8767847
"7281","120570032","Injudinah Plot 1B - 300mm",-18.63339558,121.877352
"7283","120570033","Injudinah Plot 1B - 500mm",-18.63339558,121.877352
"7291","120570034","Injudinah Plot 1C - 500mm",-18.63369435,121.8774449
"7293","120570035","Injudinah Plot 1C - 600mm",-18.63369435,121.8774449
"7295","120570036","Wirritjmarl Plot 1A - 250mm",-18.84352233,121.7164148
"7297","120570037","Wirritjmarl Plot 1A - 750mm",-18.84352233,121.7164148
"7299","120570038","Wirritjmarl Plot 1A - 1000mm",-18.84352233,121.7164148
"7301","120570039","Wirritjmarl Plot 1A - 1500mm",-18.84352233,121.7164148
"7303","120570040","Fern Spring - Auger1",-19.76681795,121.3933711
"7305","120570041","Munro Springs Out Camp replacement bore",-19.3405017,122.0776163
"7307","120570042","Wirritjmarl Plot 1A - WR1A-Auger",-18.84358604,121.7164807
"7315","120570043","Injudinah Plot 1A - INJ1A-Auger",-18.63317532,121.8767847
"7323","120570044","Injudinah Plot 1A - INJ1C-Auger",-18.63369435,121.8774449
"7332","120570045","Wirritjmarl-Auger-C",-18.84419123,121.7164476
"7339","120570046","Phoenix - SW",-18.58541346,121.8977001
"7341","120570047","Phoenix - AUG",-18.58525186,121.8978812
"7343","120570048","Phoenix - AUG - 010",-18.58525186,121.8978812
"7345","120570049","Phoenix - AUG - 50",-18.58525186,121.8978812
"7347","120570050","Wirrtjmarl - AUG1",-18.84318606,121.7161326
"7349","120570051","Wirrtjmarl - AUG - 40",-18.84318606,121.7161326
"7351","120570052","Wirrtjmarl - AUG - 70",-18.84318606,121.7161326
"7353","120570053","Wirrtjmarl - AUG - 80",-18.84318606,121.7161326
"7355","120570054","Wirrtjmarl - SW",-18.84320893,121.7161742
"7357","120570055","Wirrtjmarl - AUG - 35",-18.84311338,121.7160762
"7359","120570056","Wirrtjmarl - AUG - 45",-18.84311338,121.7160762
"7361","120570057","Mannerie - Plot - MAL1",-19.08280658,121.5842089
"7363","120570058","Mannerie - Plot - MAL2",-19.08284388,121.5842418
"7365","120570059","Mannerie - Plot - MAL3",-19.08285642,121.5842274
"7367","120570060","Mannerie - Plot - MAL4",-19.08294115,121.5843189
"7369","120570061","Mannerie - Plot - SFO1",-19.08297332,121.5842721
"7371","120570062","Mannerie - Plot - SFO2",-19.0829879,121.5842881
"7373","120570063","Mannerie - Plot - AUG1",-19.08300002,121.5842196
"7428","120570064","Mannerie - AUG1 - 50",-19.08300002,121.5842196
"7430","120570065","Mannerie - AUG1 - 100",-19.08300002,121.5842196
"7432","120570066","Mannerie - AUG1 - 150",-19.08300002,121.5842196
"7434","120570067","Mannerie - Plot - AUG2",-19.08281652,121.5842088
"7475","120570068","Mannerie - AUG2 - 80",-19.08281652,121.5842088
"7477","120570069","Injudinah - AUG1",-18.63308325,121.8781665
"7518","120570070","Injudinah - AUG - 40",-18.63308325,121.8781665
"7520","120570071","Injudinah - AUG - 80",-18.63308325,121.8781665
"7522","120570072","Injudinah - AUG - 90",-18.63308325,121.8781665
"7524","120570073","Injudinah - AUG2",-18.63315021,121.8783329
"7526","120570074","Injudinah - AUG - 50",-18.63315021,121.8783329
"7528","120570075","Injudinah - AUG  -70",-18.63315021,121.8783329
"7530","120570076","Injudinah - AUG3",-18.63321718,121.8785002
"7571","120570077","Injudinah - AUG - 40",-18.63321718,121.8785002
"7573","120570078","Injudinah - AUG - 60",-18.63321718,121.8785002
"7575","120570079","Injudinah - SW",-18.63303379,121.8772975
"7616","60110467","Cascade - CI D",-33.34901262,120.8707237
"7618","60110468","Cascade - CI S",-33.34901262,120.8707237
"7619","60110469","North Cascade - C II D",-33.32308467,120.8522356
"7622","60110470","North Cascade - C II S",-33.32308467,120.8522356
"7623","60111000","GS Neridup - No 21",-33.64868254,122.3073829
"7630","60111001","GS Neridup - No 22",-33.64868254,122.3073829
"7635","60111002","GS Neridup - No 23",-33.64868254,122.3073829
"7638","60111166","Mount Ney - MB II D",-33.41977362,122.4184884
"7641","60111167","Mount Ney - MB II (I)",-33.41977347,122.4184562
"7642","60111168","Mount Ney - MB II S",-33.41977347,122.4184562
"7643","60111169","Mount Ney - MB II D",-33.45958515,122.4854774
"7646","60111170","Mount Ney - MB III I",-33.45958515,122.4854774
"7647","60111171","Mount Ney - MB III S",-33.45958515,122.4854774
"7648","60111209","GS Neridup - No 13",-33.75715667,122.5198326
"7669","60111210","GS Neridup - No 14",-33.75715667,122.5198326
"7691","60111211","GS Neridup - No 16",-33.75717475,122.5198433
"7699","60111213","GS Neridup - No 25",-33.75716573,122.5198434
"7708","60111214","GS Neridup - No 27",-33.75605786,122.5248813
"7731","60111221","GS Neridup - No 3",-33.62272917,122.6315193
"7736","60111222","GS Neridup - No 11",-33.62327761,122.6370154
"7738","60111228","GS Neridup - No 2",-33.62762471,122.6308407
"7744","60111229","GS Neridup - No 4",-33.62762471,122.6308407
"7751","60111230","GS Neridup - No 5",-33.62762471,122.6308407
"7756","60111241","Buraminya - MB I D",-33.30149473,122.5401704
"7759","60111242","Mount Ney - MBI I",-33.30149473,122.5401704
"7762","60111243","Mount Ney - MBI S",-33.30149473,122.5401704
"7763","60111641","GS Neridup - No 19",-33.64868254,122.3073829
"7772","60111642","GS Neridup - No 20",-33.64868254,122.3073829
"7795","60111758","GS Neridup - No 15",-33.75717475,122.5198433
"7801","60111760","GS Neridup - No 26",-33.75716573,122.5198434
"7810","60111762","GS Neridup - No 12",-33.62762471,122.6308407
"7816","60111763","GS Neridup - No 7",-33.62762471,122.6308407
"7823","60118413","Orleans Farm - OF1S",-33.77554265,122.8438385
"7826","60118414","Orleans Farm - OF1INT",-33.77552461,122.8438386
"7828","60118415","Orleans Farm - OF1D",-33.77550657,122.8438386
"7831","60118416","Orleans Farm - OF2S",-33.78204572,122.8439995
"7834","60118417","Orleans Farm - OF2INT",-33.78202768,122.8439996
"7836","60118418","Orleans Farm - OF2D",-33.78200964,122.8439996
"7859","60118419","Orleans Farm - OF3S",-33.77004626,122.8809991
"7882","60118420","Orleans Farm - OF3INT",-33.77002822,122.8809991
"7884","60118421","Orleans Farm - OF3D",-33.77001018,122.8809992
"7906","60118422","Orleans Farm - OF4S",-33.77090729,122.8956099
"7909","60118423","Orleans Farm - OF4INT",-33.77090731,122.8956315
"7911","60118424","Orleans Farm - OF4D",-33.77090732,122.8956531
"7933","60118425","Orleans Farm - OF5S",-33.77111063,122.9015927
"7936","60118426","Orleans Farm - OF5INT",-33.77111064,122.9016143
"7938","60118427","Orleans Farm - OF5D",-33.77111066,122.9016359
"7960","60119200","Esperance Hydrogeology - EHM1",-33.06010774,121.5508872
"7963","60119201","Esperance Hydrogeology - EHM2/1",-33.02562119,122.0313405
"7964","60119211","Esperance Hydrogeology - EHM8A",-33.61957748,121.6251257
"8029","60119212","Esperance Hydrogeology - EHM8B",-33.61957748,121.6251257
"8094","60119213","Esperance Hydrogeology - EHM9A",-33.57150439,121.5192521
"8159","60119214","Esperance Hydrogeology - EHM9B",-33.57150439,121.5192521
"8224","60119215","Esperance Hydrogeology - EHM10",-33.57231814,122.0942483
"8288","60119216","Esperance Hydrogeology - EHM11",-33.582948,122.2848488
"8355","60119260","Esperance Drought Area - EWD 1/95",-33.72188874,122.7640071
"8383","60119300","Esperance Drought Area - EWD 2/95",-33.80232685,122.2905885
"8412","60119301","Esperance Drought Area - EWD 3/95",-33.59935277,122.4401333
"8416","60119302","Esperance Drought Area - EWD 4/95",-33.7659104,121.8603474
"8445","60119303","Esperance Drought Area - EWD 4/95A",-33.7659104,121.8603474
"8474","60119304","Esperance Drought Area - EWD 5/95",-33.58232952,120.9774773
"8541","60119305","Esperance Drought Area - EWD 6/95",-33.58208118,120.9709701
"8542","60119306","Esperance Drought Area - EWD 7/95",-33.60014783,122.4364635
"8562","60119320","Coramup/Bandy Creek - CBC 1D",-33.74393416,121.9448424
"8592","60119321","Coramup/Bandy Creek - CBC 1S",-33.74393416,121.9448424
"8623","60119322","Coramup/Bandy Creek - CBC 2",-33.7259074,121.9674112
"8654","60119323","Coramup/Bandy Creek - CBC 3",-33.70138922,121.947635
"8685","60119324","Coramup/Bandy Creek - CBC 4",-33.68686962,121.9371314
"8715","60119325","Coramup/Bandy Creek - CBC 5",-33.70836719,122.0285901
"8746","60119343","South Coast Drought Area - SCR4",-33.57098196,121.0777684
"8748","60119346","South Coast Drought Area - SCR7",-33.6449174,121.1968816
"8751","60119347","South Coast Drought Area - SCR8",-33.70625882,121.1982958
"8753","60119352","South Coast Drought Area - SCR13",-33.73724193,120.9046159
"8757","60119353","South Coast Drought Area - SCR14",-33.71816655,120.813363
"8761","60119354","South Coast Drought Area - SCR15",-33.73544843,120.9051992
"8765","60119357","South Coast Drought Area - SCR18",-33.79254824,120.7428975
"8767","60119358","South Coast Drought Area - SCR19",-33.77934196,120.7356857
"8771","60119360","South Coast Drought Area - SCR21",-33.6880403,120.7229833
"8775","60119362","South Coast Drought Area - SCR23",-33.75916579,120.6217911
"8779","60119363","South Coast Drought Area - SCR24",-33.69475882,120.5556127
"8781","60119365","South Coast Drought Area - SCR26",-33.69669187,120.4946138
"8785","60119366","South Coast Drought Area - SCR27",-33.73700941,120.4821106
"8788","60119367","South Coast Drought Area - SCR28",-33.78249042,120.5018342
"8792","60119368","South Coast Drought Area - SCR29",-33.79385207,120.5063634
"8795","60119370","South Coast Drought Area - SCR31",-33.80346082,120.4040274
"8799","60119373","South Coast Drought Area - SCR34",-33.77799438,120.2482518
"8803","60119375","South Coast Drought Area - SCR36",-33.77850231,120.1127493
"8806","60119377","South Coast Drought Area - SCR38",-33.60412677,120.1740645
"8810","60119378","South Coast Drought Area - SCR39",-33.58230164,120.1462332
"8813","60119380","South Coast Drought Area - SCR41",-33.6491939,119.604008
"8815","60119400","South Coast Drought Area - SCP1",-33.76249724,120.9050814
"8817","60119401","South Coast Drought Area - SCP2",-33.7592559,120.6217886
"8821","60140051","TWLSWIM-01-20",-33.86044609,121.8003824
"8826","60140052","TWLSWIM-02-20",-33.86492565,121.8147229
"8831","60140053","TOWSWIM-01-20",-33.85944162,121.8950119
"8836","60140054","TOWSWIM-02-20",-33.85601016,121.8900037
"8841","60140055","TOWSWIM-03-20",-33.86777532,121.8924066
"8846","60140056","BANSWIM-01-20",-33.84665912,121.9014342
"8851","60140057","BANSWIM-02-20",-33.83678267,121.9158092
"8856","60140058","BANSWIM-03-20",-33.82464604,121.9288049
"8861","60140059","BANSWIM-04-20",-33.83912554,121.8936861
"8866","60140060","TOWSWIM-04-20",-33.8428065,121.8541499
"8872","60140061","TOWSWIM-05-20",-33.85365682,121.8649042
"8877","60140062","TWLSWIM-03-20",-33.87304377,121.8281965
"8882","60140063","TOWSWIM-06-20",-33.86959599,121.8880525
"8887","60140064","BANSWIM-05-20",-33.82695516,121.9145155
"8892","60140065","ELMSWIM-01-20",-33.86519946,121.7934475
"8897","60140067","TOWSWIM-07-20",-33.86019487,121.8537154
"8902","60200001","Bremer Bay Groundwater - BBGW01",-34.38707524,119.3744465
"8936","60200002","Bremer Bay Groundwater - BBGW02",-34.38801634,119.3743834
"8971","60200003","Bremer Bay Groundwater - BBGW03",-34.39253011,119.3890588
"9006","60200004","Bremer Bay Groundwater - BBGW04",-34.39251672,119.3917086
"9041","60200005","Bremer Bay Groundwater - BBGW05",-34.39227384,119.3940631
"9076","60200006","Bremer Bay Groundwater - BBGW06",-34.39278827,119.3785996
"9111","60200007","Bremer Bay Groundwater - BBGW07",-34.39174142,119.3892947
"9146","60200008","Bremer Bay Groundwater - BBGW08",-34.39154973,119.3880638
"9181","60200009","Bremer Bay Groundwater - BBGW09",-34.39268486,119.3856019
"9216","60200010","Bremer Bay Groundwater - BBGW10",-34.39474128,119.3822777
"9251","60200011","Bremer Bay Groundwater - BBGW11",-34.38700206,119.3805898
"9286","60200012","Bremer Bay Groundwater - BBGW12",-34.38791605,119.3806783
"9321","60200013","Bremer Bay Groundwater - BBGW13",-34.39211399,119.381282
"9356","60200014","Bremer Bay Groundwater - BBGW14",-34.39321066,119.3742056
"9390","60200015","Bremer Bay Groundwater - BBGW15",-34.38953757,119.3808036
"9424","60200016","Bremer Bay Groundwater - BBGW16",-34.38922801,119.3796021
"9458","60200017","Bremer Bay Groundwater - BBGW17",-34.39020091,119.3796096
"9492","60200028","Panorama Rd Reserve - Deep Monit (P1_11)",-35.07848775,117.8857737
"9561","60200030","City of Albany Deep Monitoring - C2 11",-35.07419732,117.8828585
"9626","60200031","City of Albany Shallow Monitoring - C3 11",-35.07424588,117.8828374
"9692","60200032","Yacht Club Deep - Yacht Deep (Y1 11)",-35.07161833,117.8797023
"9762","60200101","ASS Investigation - Bore 1",-35.02775249,117.8240454
"9770","60200102","ASS Investigation - Bore 2",-35.01787484,117.8192989
"9788","60200103","ASS Investigation - Bore 3",-35.01331191,117.8193411
"9799","60200104","ASS Investigation - Bore 4",-35.01058861,117.8206949
"9808","60200201","ASS Investigation - Bore 1",-35.04668324,117.8444541
"9817","60200301","ASS Investigation - Bore 1",-35.0528428,117.8378177
"9826","60200401","ASS Investigation - Bore 1",-34.95536506,117.9803541
"9835","60200402","ASS Investigation - Bore 2",-34.94814066,117.9772127
"9843","60200403","ASS Investigation - Bore 3",-34.94539542,117.970971
"9853","60200404","ASS Investigation - Bore 4",-34.97022097,117.9930736
"9860","60200501","ASS Investigation - Bore 1",-34.94108279,117.9496108
"9868","60200601","ASS Investigation - Bore 1",-34.93485332,117.8947913
"9876","60200602","ASS Investigation - Bore 2",-34.93418812,117.893284
"9883","60200603","ASS Investigation - Bore 3",-34.93298184,117.8917818
"9890","60200701","ASS Investigation - Bore 1",-34.98771787,117.9216839
"9899","60200702","ASS Investigation - Bore 2",-34.9911123,117.9258966
"9909","60200703","ASS Investigation - Bore 3",-34.99234695,117.9295264
"9917","60200704","ASS Investigation - Bore 4",-35.00066347,117.9373679
"9925","60200705","ASS Investigation - Bore 5",-34.99357321,117.9318851
"9935","60200801","ASS Investigation - Bore 1",-35.01066648,117.9180835
"9944","60200802","ASS Investigation - Bore 2",-35.00610284,117.9146352
"9953","60200803","ASS Investigation - Bore 3",-35.00794837,117.9114337
"9960","60200804","ASS Investigation - Bore 4",-35.00437458,117.9130379
"9969","60200901","ASS Investigation - Bore 1",-35.0065251,117.8831873
"9977","60201001","ASS Investigation - Bore 1",-35.01343622,117.8459096
"9985","60201002","ASS Investigation - Bore 2",-35.02204583,117.8448583
"9995","60201003","ASS Investigation - Bore 3",-35.0294623,117.8468092
"10005","60201101","ASS Investigation - Bore 1",-35.00830991,117.8745485
"10013","60201201","ASS Investigation - Bore 1",-35.00763338,117.8857746
"10022","60201301","ASS Investigation - Bore 1",-34.99618426,117.906197
"10030","60201302","ASS Investigation - Bore 2",-34.99695735,117.9053069
"10036","60210009","North Stirling Soil Conservation - D(D)",-34.2004365,117.9400309
"10064","60210010","North Stirling Soil Conservation - K(1)",-34.22831316,117.9111778
"10091","60210011","North Stirling Soil Conservation - L(I)",-34.23267455,117.8075744
"10119","60210012","North Stirling Soil Conservation - L(D)",-34.23267455,117.8075744
"10147","60210013","North Stirling Soil Conservation - O(S)",-34.24712549,117.8522272
"10175","60210014","North Stirling Soil Conservation - O(I)",-34.24716133,117.8522601
"10203","60210015","North Stirling Soil Conservation - O(D)",-34.24718838,117.8522604
"10231","60210016","North Stirling Soil Conservation - A(I)",-34.28099029,117.9855238
"10259","60210017","North Stirling Soil Conservation - A(D)",-34.28100833,117.985524
"10287","60210018","North Stirling Soil Conservation - B(S)",-34.2500107,117.9902884
"10316","60210019","North Stirling Soil Conservation - B(I)",-34.25001954,117.9903102
"10344","60210020","North Stirling Soil Conservation - C(S)",-34.26949484,117.9404294
"10372","60210021","North Stirling Soil Conservation - C(I)",-34.26949459,117.940462
"10400","60210022","North Stirling Soil Conservation - C(D)",-34.26950361,117.9404621
"10428","60210023","North Stirling Soil Conservation - E(S)",-34.25786512,117.9112791
"10429","60210024","North Stirling Soil Conservation - E(D)",-34.25786512,117.9112791
"10457","60210025","North Stirling Soil Conservation - G(S)",-34.27790494,117.8284962
"10485","60210026","North Stirling Soil Conservation - G(I)",-34.27790494,117.8284962
"10513","60210027","North Stirling Soil Conservation - G(D)",-34.27790494,117.8284962
"10541","60210028","North Stirling Soil Conservation - F(I)",-34.25571597,117.8237279
